Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2254,1003110605,Mental Health Enhancements - Outcomes Monitoring,"The project seeks to improve the delivery of care for Veterans who are mental health patients. It includes enhancement of exisitng and development of new assessment instruments used for the overall assessment, data collection and development of appropriate treatmenttools.",01/06/2010,30/09/2013,30/09/2012,26/10/2012,8.024191,-26,-6.55,-0.008786,-0.46,1.902214,1.911,21/05/2012,14:08:44,1003110605,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2256,1003120604,Pharmacy Legacy Enhancements,"User Workgroup and Business Office meetings identify numerous patient safety enhancements that will improve business process, patient care, and resource utilization as well as reduce spending and/or increase revenue generation. This project facilitates rapid response to these enhancement requests.",16/11/2010,30/09/2014,04/06/2012,04/06/2012,8.389892,-88,-21.46,0.049128,7.65,0.641874,0.592746,17/04/2012,11:53:20,1003120604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2257,1003120606,National Utilization Management Integration (NUMI),"National Utilization Management Integration (NUMI) integrates patient specific data from theVeterans Health Information Systems and Technology Architecture (VISTA)with a Commercial off the Shelf (COTS)application. The Commercial off the Shelf (COTS)application uses accepted national health care criteria for Utilization Management (UM), allows users to: collect and analyze utilization data, catalog reasons for inappropriate resource usage, identify alternate level or plans of care and product facility, VISN (Veterans Integrated Service Network) , and national reports.",01/10/2007,30/09/2016,07/11/2012,07/11/2012,38.69,0,0,1.405436,49.12,2.86147,1.456034,21/06/2012,10:40:20,1003120606,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2258,1003120611,FDA Medication Guides Update,"The FDA Medication Guides will provide an enhancement to the National Drug File which would allow automatic distribution of FDA Medication Guides in addition to VA provided Patient Medication Information Sheets when specially listed drugs are dispensed at the time of new and renewed prescriptions for patients, whether they are Outpatients, Inpatients, or patients using the CMOP. The distribution of these guides is required by the FDA for prescription drugs that pose a serious and significant public health concern. The guides are written by the drug manufacturers and the content is regulated by the FDA.",01/10/2009,13/04/2012,24/01/2012,13/01/2012,1.321277,11,6.04,0,0,0.148103,0.148103,28/02/2012,14:14:30,1003120611,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2259,1003150604,Annual Surgery Updates (ASU),"The Surgery package is designed to be used by Surgeons, Surgical Residents, Anesthetists, Operating Room Nurses and other surgical staff. The Surgery package is part of the patient information system that stores data on the Department of Veterans Affairs (VA) patients who have, or are about to undergo, surgical procedures. This package integrates booking, clinical, and patient data to provide a variety of administrative and clinical reports. This development effortincludes enhancements to the legacy Veterans Health Information Systems and Technology Architecture (VistA) Surgery software funded in FY09 through FY16. This includes enhancements in support of National Surgical Quality Improvement Program (NSQIP), Continuous Improvement In Cardiac Surgery Program (CICSP), Transplant Assessments, and Surgery Oversight.",01/10/2009,20/04/2012,27/01/2012,27/01/2012,5.6,0,0,-0.067989,-30.28,0.224559,0.292548,19/03/2012,08:42:10,1003150604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2260,1003170603,Lab Data Sharing and Interoperability (LDSI),"LDSI upgrades the Laboratory Electronic Data Interchange (LEDI) III application to LEDI IV and provides bi-directional electronic sharing of lab data between VAand Commercial Reference Labs, Department of Defense (DoD), and the Laboratory System Reengineering Project (LSRP) Laboratory Information Management System (LIMS). Functionality is delivered in four patches: LA*5.2*74 and LR*5.2*350 (LEDI IV); LA*5.2*77 and LR*5.2*400 (LOINC).",01/07/2009,30/09/2015,28/09/2012,28/09/2012,2368000,0,0,0,0,0.748,0.748,21/05/2012,14:08:44,1003170603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2261,1003190603,Fee Data and HERO,"This patch enhances Fee Basis to capture additional data associated with Non-VA care. Contracts can be specified for Medical Fee and Civil Hospital authorizations and payments. Civil hospital invoices will allow entry of larger dollar amounts, additional diagnosis codes, present on admission indicators, the admitting diagnosis code, and additional procedure codes. The existing transmissions to NVH Pricer and Central Feewill be modified to include additional data elements. The transmission of these additional data elements will make it possible to comply with inpatient pricing requirements and improve the ability of the VA to review and report on purchased care.",01/07/2010,18/06/2012,30/03/2012,30/03/2012,0.79091,0,0,0,0,0.395455,0.395455,17/04/2012,11:53:20,1003190603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2262,1003210604,Identification of Principal Mental Health Provider,"Allow display of Principal Mental Health Provider in Computerized Patient Record System (CPRS). In support of VHA Handbook 1160.01, a need has been identified to coordinate care for veterans with mental health concerns, between their mental health and primary care providers. By readily identifying veterans principal MH provider in corresponding medical record, coordination of entire scope of care is facilitated. Rapid identification of all care providers enables critical coordination of care for veterans with mental health crisis conditions such as those with positive screens for Suicidal ideation, Post-Traumatic Stress Disorders, or depression.",10/05/2010,28/09/2012,30/07/2012,30/07/2012,2.325672,-32,-7.79,-0.018189,-1.65,1.105129,1.123318,21/06/2012,10:40:20,1003210604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2263,1003210610,Absent Sick in Hospital (ASIH) Bed Hold,"This requestis to align Veterans Health Administration Community Living Centers (CLC) practice, with the State Veterans Home, and Community practice as guided by Medicare, by changingall software andassociated reports, from Absent Sick in Hospital (ASIH) to Bed Holdand for 7 Days rather than 30. ASIH now being called Bed Hold;30 day hold is being shortened to 7 days, and beds will be held only forthose patients who have been in the CLC > 90 days.",03/01/2011,30/04/2012,30/04/2012,30/04/2012,33.91,0,0,0,0,2.889,2.889,21/05/2012,14:08:44,1003210610,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2264,1003220604,Reasonable Charges Billing Enhancements - Annual Updates,This enhancement is a redesign and/or modification of the current structure of VistAs Integrated Billing (IB) software system. This enhancement includes changes described in two separate business requirements documents (BRDs) one from FY2009 and one from FY2010. The FY 2009 BRD identifies four specific requirements. The first requirement eliminates the billers from moving from one application screen to another to mark a non-billable encounter in Claims Tracking (CT) by allowing billers the ability to enter/edit the encounters Reason Not Billable (RNB) when editing a bill. The second requirement provides an application to accommodate the use of six digit facility station numbers with appropriate charges. The third requirement provides the capability to manually update appropriate facility designations prior to a new patch being released. The fourth requirement provides the capability to add RNBs to the national RNB list in the IB package.,01/07/2010,05/10/2012,07/08/2012,07/08/2012,1.385716,-24,-3.13,0,0,1.306335,1.306335,21/05/2012,14:08:44,1003220604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2265,1003220613,VistA Fee HIPAA 5010 Implementation Discovery and Requirements,Process compliant Fee Basis Version 5010 EDI transactions from within the VistA Fee Basis software package on/after 1/11/12. Continue to process compliant Fee Basis Version 4010/4010A1 EDI transactions as needed within the VistA Fee Basis software package on/prior to 12/31/11. Capture/transmit critical claim data from VistA Fee Basis to Integrated Billing.,01/07/2010,26/12/2012,02/10/2012,02/10/2012,10.697534,0,0,0,0,2.801735,2.801735,17/04/2012,11:53:20,1003220613,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2266,1003220614,Medicare Claims Pricing Schedules,"At times, VA cannot provide all of the necessary medical care and services required by its patients, in house. In these cases, the VA may authorize medical care at private sector facilities for those Veterans who meet the eligibility requirements. This concept is referred to as Fee Basis care.In 2008, VA established a policy to implement use of Medicare fee schedules to pay for laboratory services and End Stage Renal Disease (ESRD) purchased from non-VA health care facilities in the absence of a contract or negotiated agreement. This policy is effective for services furnished on and after January 1, 2009.Currently, VA has systems access to two of Medicares various fee schedules. This enhancement provides for enterprise wide application of an additional eleven Medicare fee schedules.",01/07/2010,30/07/2012,30/09/2011,31/12/2012,0.888648,-458,-100.44,0,0,0.355459,0.355459,21/05/2012,14:08:44,1003220614,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2267,1003220617,PAID Enhancements for VANOD,"PAID Enhancements for VANOD provides updates to the existing VistA Personnel and Accounting Integrated Data system (PAID) Electronic Time & Attendance (ETA) system software to identify overtime hours and work locations for Registered Nurses (RNs), Licensed Practical Nurses (LPNs), Nursing Assistants (NAs), and Health Technicians. ETA shall be modified to allow timekeepers to indicate location, type of worked time, mandatory versus voluntary overtime, and reasons for overtime on the applicable employees time card. The time card outputs will be modified to show this new data. The transmission to Austin PAID shall be modified to include a count of each employee's mandatory overtime hours during each pay period. ETA shall also be modified to accept additional mandatory nursing overtime data with the payrun results that are transmitted by Austin PAID to ETA. ETA overtime reports shall be modified to reflect the new payrun data for mandatory hours. The PEV system shall provide the ability for the VANOD database to extract data from each instance of VistA ETA through new and established Kernel Broker remote procedure calls (RPCs). It is understood that VANOD currently has the ability to establish connections to each instance of VistA through established RPCs. The PEV software shall provide the RPC Broker connection between PEV system and VANOD and the ability for VANOD to extract data from two files - Nurse Staffing Location file and Nurse POC Extraction file.",01/07/2010,02/05/2012,09/03/2012,09/03/2012,0.797936,0,0,0,0,0.383968,0.383968,17/04/2012,11:53:20,1003220617,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2268,1003220618,Electronic Insurance Identification,"VA OI&T is implementing Operation RESCUE (Remote Enterprise Security Compliance Update Environment), which restricts the download of VA data to 'Non-VA Other Owned Equipment' (OE). The planned implementation of RESCUE will hamper collection of essential third party insurance information. This situation results in contractual and revenue collection issues. In order to mitigate the risks associated with RESCUE, this enhancement will automate the VistA extract and insurance information exchange.",01/07/2010,25/05/2012,12/03/2012,12/03/2012,1.235454,0,0,0,0,0.617727,0.617727,17/04/2012,11:53:20,1003220618,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2268,1003220618,Electronic Insurance Identification,"VA OI&T is implementing Operation RESCUE (Remote Enterprise Security Compliance Update Environment), which restricts the download of VA data to 'Non-VA Other Owned Equipment' (OE). The planned implementation of RESCUE will hamper collection of essential third party insurance information. This situation results in contractual and revenue collection issues. In order to mitigate the risks associated with RESCUE, this enhancement will automate the VistA extract and insurance information exchange.",01/07/2010,25/05/2012,12/03/2012,12/03/2012,1.235454,0,0,0,0,0.617727,0.617727,17/04/2012,11:53:20,1003220618,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2269,1003230606,High Risk Mental Health Patient - National Reminder and Flag, This project is to ensure that the Mental Health Suicide Risk progress note template is available to assist clinicians in identifying patients who have attempted suicide of who have serious suicidal ideation.To alert clinicians system-wide of this patients suicide risk and to alert clinicians when the patient misses a mental health/ substance abuse clinic appointment.The project is to ensure clinicians promptly follow-up on all at-risk patients who miss clinic visits.,19/04/2010,27/07/2012,12/06/2012,12/06/2012,1.642335,-80,-32.65,-0.004283,-3.72,0.115206,0.119489,21/06/2012,10:40:20,1003230606,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2270,1003250606,ePharmacy Phase 5,Upgrade NCPDP Transactions to D.0 with backwards compatibility to version 5.1 Transmit NCPDP Eligibility Verification Inquiry Expanded TRICARE pharmacy billing.,01/04/2010,18/11/2011,01/11/2011,25/10/2011,11.42826,7,1.54,0,0,4.466133,4.466133,30/11/2011,19:50:20,1003250606,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,,1003260608,eClaims Iteration 4,Utilize the data in the HIPAA 5010 claims transactions to update and automate VistA IB and AR functionality. Accommodate HIPAA 5010 data requirements.,01/04/2010,18/11/2011,01/11/2011,25/10/2011,10.249257,7,1.54,0,0,4.033832,4.033832,30/11/2011,19:50:20,1003260608,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2272,1003260609,ePharmacy Claims - Phase 6,Provide alert to pharmacist to capture Patients Electronic Signature for prescription window pick-up Implement Electronic Transmissions of ChampVA Pharmacy Claims Implement detail enhancements to address gaps and inefficiencies in the current software to ensure that ePharmacy supports pharmacy business processes and VistA.,01/12/2010,30/03/2012,03/02/2012,27/01/2012,7.717521,7,4.73,0,0,2.829758,2.829758,28/02/2012,14:14:30,1003260609,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2273,1003260612,eClaims Iteration 5,Process the Medicare Unsolicited Response.,01/12/2010,23/03/2012,31/01/2012,31/01/2012,4.010356,0,0,0,0,1.470464,1.470464,28/02/2012,14:14:30,1003260612,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2274,1003260617,ePayments Enhancements - Annual Updates,Processes required to make HIPAA 5010 industry standard requirements operational with VA business processes.,01/12/2010,30/01/2012,05/12/2011,01/12/2011,3.205615,4,2.4,0,0,1.175392,1.175392,20/12/2011,07:09:19,1003260617,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2275,1003260621,ePayments FY 2010,"Upgrade X12 835 transactions to 5010 version by: adding new fields as required by version 5010; deleting and modifying fields as required by version 5010; modifying any data dictionaries, files, screens to accommodate any new required 5010 field parameter; modifying software to allow for payer specific backward compatibility processing of 4010 835 transactions.",01/04/2010,01/11/2011,01/11/2011,06/10/2011,8.851137,26,5.74,0,0,3.521188,3.521188,04/11/2011,12:26:59,1003260621,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2276,1003290603,Vista Imaging Storage Management Enhancements Phase 1,"FY12 work will support Initiative #7 New Models of Healthcare Store & Forward Telemedicine program includes enhancing existing storage management within VistA Imaging to support the needs for tele-pathology, home wound care and other clinical domainsThe enhancements will properly store, monitor and manage the acquired Store and Forward Telemedicine images and insure they are available for remote VistA Imaging systems. In addition support will be provided for external storage related projects such as the Laboratory System Reengineering Project.",15/09/2008,13/09/2013,01/06/2012,01/06/2012,3.065255,0,0,0,0,0.686028,0.686028,21/06/2012,10:40:20,1003290603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2277,1003290609,VistA Imaging Core DICOM Services Phase 1,"Provide enhancementsfor Digital Imaging and Communications in Medicine (DICOM) services needed to acquire and properly store DICOM formatted images. This project also provides contract services to validate interfaces DICOM between VistA Imaging and commercial modalities and commercial Picture Archiving and Communication (cPACS) systems, and the proper access of DICOM images via DICOM services (e.g., Send and Query/Retrieve). Also provide enhancements and maintenance for Health Level 7 (HL7) messaging for cPACS and commercial medical imaging ancillary devices. All work shall, where feasible, align the VA with the technical frameworks created by the Integrating the Healthcare Enterprise (IHE) organization.",15/09/2008,13/09/2013,01/06/2012,01/06/2012,12.826246,0,0,0,0,2.399168,2.399168,21/06/2012,10:40:20,1003290609,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2279,1010070604,Behavioral Health Lab Software,This project will take the efforts of the Innovations -Behavioral Health Lab COTS software - and interface it with the CPRS/VistA health record.,04/04/2011,30/09/2013,30/03/2012,01/06/2012,2.901443,-154,-42.66,-0.02,-4.98,0.401758,0.421758,21/05/2012,14:08:44,1010070604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2282,1101070605,ICD-10 Class 3 Field Level Assessment,"Remediation of applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",03/01/2011,16/12/2013,02/03/2012,02/03/2012,11.991541,0,0,0,0,4.996476,4.996476,21/06/2012,10:40:20,1101070605,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2283,1101070607,ICD-10 Conversion of Class 1 Clinical Remaining Products,"Remediation of applications for successful convertion to the CMS-mandated code sets: ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",03/01/2011,31/10/2013,23/10/2012,23/10/2012,23.707349,0,0,0,0,8.964968,8.964968,21/06/2012,10:40:20,1101070607,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2284,1101070609,"ICD-10 Changes for Lexicon, Encounter Forms, and Clinical Reminders","Remediation of applications to convert to the CMS-mandated code sets, ICD-10-CM and ICD-10-PCS, by the 10/1/2013 federally mandated compliance deadline.",03/01/2011,31/10/2013,30/07/2012,30/07/2012,23.707349,-32,-10.63,0,0,4.482484,4.482484,17/04/2012,11:53:20,1101070609,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2286,1101130604,EVH Handheld Devices for Homeless Program,"This project is complimentary to the Homeless Operations, Management and Evaluation System (HOMES) - the case management system for the VHA Homeless Program Office. It aims to provide case managers mobile access to HOMES, CPRS and VistA in order to support Veteran outreach personnel in (1) capturing information about Veterans who are homeless, (2) transmitting the data to and from the HOMES database in real time (when possible) and (3) providing for real time sharing of Veteran data between handheld devices used in the field and HOMES, CPRS and VistA.",01/12/2010,07/12/2012,02/03/2012,02/03/2012,19.619,-182,-62.54,0.853622,53.02,1.61,0.756378,28/02/2012,14:14:31,1101130604,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2289,1101130615,CPRS Version 29,"Computerized Patient Record System (CPRS) version 29 will make modifications to support the following customer requests:-Drug Enforcement Agency (DEA) Electronic prescribing of controlled substances using Public Key Infrastructure (PKI) This project will modify and/or enhance CPRS, Pharmacy and Kernel to meet the requirements proposed by the DEA for electronic prescribing of controlled substances.-Problem List Systematized Nomenclature of Medicine Clinical Terms (SNOMED CT) changes This project will modify the problem list display. Now, all International Statistical Classification of Diseases and Related Health Problems, 9th Revision (known as ICD-9) codes and their descriptions mapped for a given SNOMED-CT Code will display. All problems added from the problem list will display SNOMED-CT text and code.-Identification of Mental Health Treatment Coordinator The scope of this project is to display information about a patients Primary Mental Health Care Provider (PMHP) in Patient Care Management Module (PCMM) and CPRS so that it will be easier for clinicians to coordinate care between their mental health and primary care providers. Rapid identification of all care providers would enable critical coordination of care for veterans with mental health conditions such as depression, suicidal ideation and Post Traumatic Stress Disorder (PTSD). Patient Safety Issues and Remedy tickets The CPRS development teams will review submitted patient safety issues and remedy tickets for inclusion of CPRS version 29. Patient safety issues and remedy tickets will only be included in CPRS version 29 scope if the resolution is in the modified code base associated with the above project initiatives.",18/10/2010,28/09/2012,29/03/2012,15/06/2012,6.486,-155,-58.27,0.4312,16.17,2.666,2.2348,21/06/2012,10:40:20,1101130615,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2290,1101140603,Clinical Flow Sheet - CLIO v2,"The project will include changes to meet the requirements proposed by the OIT National Release board for development of the three known anomalies from CP Flowsheet version 1 release, interfacing and data mapping fields from vendor device Nihon Kohden. Additional enhancements to the application including terminology mapping interoperability, ability for clinicians to re-transmit ADT feeds to 3rd party devices in outpatients settings without manual data entry, an Auto Refresh function and Graphical User Interface format and view updates.",10/01/2011,28/02/2012,07/12/2011,09/12/2011,1.73,-2,-6.06,0,0,0.9,0.9,19/01/2012,14:58:49,1101140603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2291,1101180603,Nov 2011 Release DSS Extracts," The purpose of Decision Support System (DSS) Extracts is to provide support for yearly enhancements requested by the Decision Support Office (DSO). DSS package extracts managerial and workload data to be utilized by management, clinicians, and researchers to improve quality of care for the veterans.The DSS system is the main source of data for the BI-Dashboard and is critical to Corporate Systems. It is also the main source data for DSS Reports system as well as other data warehouses.",14/02/2011,23/11/2011,01/11/2011,01/11/2011,1.76,0,0,-0.20772,-13.85,1.5,1.70772,17/04/2012,11:53:20,1101180603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2292,1102010603,Resident Assessment Instrument-Minimum Data Set 3_0 Implementation (RAI-MDS 3_0),"The Resident Assessment Instrument/Minimum Data Set (RAI/MDS) is a standardized assessment tool that supports the completion of a comprehensive, accurate, and reproducible resident assessment and serves as the basis for individualized resident care plans.",26/01/2011,29/06/2012,30/11/2011,30/11/2011,0.75,-275,-71.06,0,0,0.1875,0.1875,17/04/2012,11:53:20,1102010603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2293,1103310605,Credentialing and Privileging Enhancements,"VHAs electronic credentialing system is an application that maintains health care provider credentials. The CAPE program was initiated to provide effective and efficient information technology support. CAPE will: Enhance health care provider credentialing, enhance the privileging process and continuous monitoring of credentialing and privileging, increase the opportunity to deliver safe, quality care to veterans through linking provider credentials and facility resources for assignment of privileges, and integrate provider credentials and facility resources into electronic set of privileges.",26/07/2011,24/07/2013,16/03/2012,16/03/2012,82.314426,0,0,0,0,5.610721,5.610721,17/04/2012,11:53:20,1103310605,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2294,1106230603,OHRS - H1N1 Enhancements,"The Clinical Information Support System for the Occupational Health Recordkeeping System CISS-OHRS application is a web based application that supports the business and clinical needs of the Occupational Health staff. As the VA Veteran employeeEHR, the OHRS application is also an integral component supporting VAs role in monitoring the tracking the progress of the Pandemic Flu/Novel H1N1 vaccination program for the non-VA Federal workforce including documentation of adverse medication events. This project is a collaborative effort between VA OI&T OED, the Office of Public Health Surveillance and Research (OPHSR) the Occupational Health, Safety and Prevention Strategic Health Care Group, and the VHA H1N1 Coordination Center, assisted by the Enterprise Systems Management group in the VHA Office of Health Information.",19/11/2010,18/11/2011,15/11/2011,15/11/2011,55.7,0,0,0,0,2.41119,2.41119,19/01/2012,14:58:50,1106230603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2295,1108030603,VistA Fee and IFCAP Automation Enhancement,"The VistA FEE IFCAP Enhancement Project is a joint effort between OI&T, AITC, and CBO to implement controls and procedures to prevent duplicate payments to vendors and providers for batches and line items that Central Fee had previously rejected. The project will implement changes and modifications to various modules of VAs VistA software application to include Fee Basis Claims System (FBCS), Fee Basis, and IFCAP and the data exchange between this system and downstream systems such as Central Fee and VISN Support Service Center (VSSC).",03/01/2011,23/11/2012,20/08/2012,20/08/2012,0.747285,-11,-1.85,0,0,0.747285,0.747285,17/04/2012,11:53:20,1108030603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2296,1108170603,Upgrade ETA for Telework,"Currently, there is no way to accurately account for the number of days/hours employee work in alternative work environments (telework or work virtually) in the Enhanced Time and Attendance (ETA) System. This request seeks to allow VA entities to set and track the number of actual and scheduled/unscheduled days/hours employees work in this manner. This information would then be transmitted to the Central PAID System where reports could be generated to accurately account for these statistics [which is required on an annual basis to the Office of Management and Budget (OMB) and Office of Personnel Management (OPM)].",06/06/2011,01/10/2012,01/08/2012,01/08/2012,1.748,-30,-7.11,0,0,1.0016,1.0016,21/06/2012,10:40:20,1108170603,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2297,1109050649,ePharmacy D_0 V2,"Submit all mandatory NCPDP fields, required NCPDP fields, and situational required NCPDP fields to PBMs/Payers regardless of payer sheet specifications. Accurately utilize NCPDP fields for pricing of VHA outpatient pharmacy claims.",01/12/2010,30/03/2012,03/02/2012,27/01/2012,4.168464,7,4.73,0,0,1.528437,1.528437,28/02/2012,14:14:32,1109050649,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2298,1109050670,EDI New Standards And Operating Rules VHA Payer Side Technical Compliance Requirements,Implementation of technical compliance requirements for Purchased Care business processes and IT systems to support HIPAA EDI transaction sets as identified by CMS standards and operating rules.,26/07/2011,31/07/2014,31/01/2012,25/04/2012,122.23706,-85,-44.97,0,0,6.111853,6.111853,21/06/2012,10:40:20,1109050670,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2299,1109071010,CPRS Version 30,"Computerized Patient Record System (CPRS) version 30 will make modifications to support the following customer requests:-International Statistical Classification of Diseases and Related Health Problems, 10th Revision (known as ICD-10) Conversion projectThis project will modify CPRS, Text Integration Utility(TIU), Consults, Health Summary, Problem List, Clinical Reminders, and Order Entry Results Reporting to meet the requirements proposed by the Dept. of Health and Human Services to adopt ICD-10 code set standards.-Clinic Orders This iteration of Clinic Orders will focus on clinic medications (the ordering, processing and documenting administration of the clinic medication). The enhancements and new functionality to CPRS, Legacy Pharmacy and Bar Code Medication Administration (BCMA) will provide the following:-CPRS Clinic Medication Orders will function comparable to Inpatient Medications. In addition, CPRS will allow all authorized personnel with prescribing privileges to easily recognize and access a One Step process to document clinic orders and the administration by the clinician from any area where orders can be called. -Improved Patient Safety by allowing order checks for clinic orders.-Improved Work flows by providing easy access and minimal steps to write a clinic order, process and document administration for clinic medications. -Copy/Paste MonitorThe Copy/Paste project will modify CPRS and TIU to meet the requirements proposed by the Office of Inspector General recommendation to add the ability to monitor copy/paste action in the CPRS application. Effective monitoring systems must be in place to support the integrity of electronic patient records.-Lab Display StatusThe Lab Display with continue with Phase II requirements identified in requirements elaboration document. Target changes to lab and report tab display changes. Patient Safety Issues and Remedy tickets The CPRS development teams will review submitted patient safety issues and remedy tickets for inclusion of CPRS v30. Patient safety issues and remedy tickets will only be included in CPRS v30 scope if the resolution is in the modified code base associated with the above project initiatives.",15/08/2011,28/02/2013,21/09/2012,21/09/2012,5.686,0,0,0,0,3.59,3.59,21/06/2012,10:40:20,1109071010,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2305,1109140104,Caregivers - Newborn Claims Processing Enhancement,"This project addresses changes specific to Title II, Women Veterans Health Care Matters, of the Caregiver and Veterans Omnibus Health Services Act of 2010. Title II addresses care for newborn children of Women Veterans receiving maternity care. The project will include enhancements to various VistA software applications to include Registration, Enrollment, and Eligibility; Admission, Discharge and Transfer (ADT); Patient Treatment File (PTF); Fee Basis; and Integrated Billing. The scope of these enhancements is to capture information on healthcare services provided to newborn children of Women Veterans. Affected functions include eligibility determination, enrollment and registration, documentation of referrals and authorization for care, claims processing and payment.",02/01/2012,30/09/2013,28/09/2012,28/09/2012,8,0,0,0,0,1,1,21/05/2012,14:08:44,1109140104,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2306,1109140399,"Caregivers - Title 1, Sections 101-104","This project addresses changes specific to Title I, Caregiver Support, of the Caregiver and Veterans Omnibus Health Services Act of 2010. Title I requires VA to develop a program of comprehensive assistance for Family Caregivers. This project will provide the ability to enroll eligible caregivers into the VA system, capture the total workload accomplished by those caregivers, and track the disbursement of all benefits due the caregivers.",27/02/2012,30/09/2013,20/04/2012,09/07/2012,16,-133,-250.94,0,0,0.4,0.4,21/06/2012,10:40:20,1109140399,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2307,1109150930,Purchased Care - VistA Fee Authorization Menus Enhancements," Provide enhancements to the VistA Fee Basis application in support of preventing duplicate payments which is occurring because of no interface between VistA Fee Application Batch Software, Central Fee and IFCAP/FMS.",26/07/2011,28/09/2012,20/01/2012,03/05/2012,2.939998,-104,-58.43,0,0,0.147,0.147,21/05/2012,14:08:44,1109150930,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2308,1109150946,Purchased Care - Emergency Patch VistA Fee Separation of Duties,Assignment of additional VistA access keys to ensure separation of duties for Fee Clerks and Fee Supervisors.,26/07/2011,28/09/2012,20/01/2012,18/01/2012,2939998,2,1.12,0,0,0.147,0.147,21/05/2012,14:08:44,1109150946,,,,,
029-555555113,492,29,Department of Veterans Affairs,Medical Legacy,2309,1109160238,Automate Application of TOP_ CP Offsets for 1st Party Medical Debts,"The CBO is seeking to automate the application process for Compensation & Pension (C&P) offset payments from the Debt Management Center (DMC), and offset payments from the Treasury Offset Program (TOP) on individual patient accounts maintained on the VA Medical Centers (VAMC) local Veterans Health Information Systems and Technology Architecture (VistA) system. The entire process would be handled in a manner similar to the first party lockbox payment posting already in place.",25/07/2011,25/01/2013,20/01/2012,26/01/2012,2.178655,-6,-3.35,0,0,0.433,0.433,28/02/2012,14:14:32,1109160238,,,,,
