Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Project ID,Agency Project ID,Project Name,Project Description,Start Date,Completion Date (B1),Planned Project Completion Date (B2),Projected/Actual Project Completion Date (B2),Lifecycle Cost,Schedule Variance (in days),Schedule Variance (%),Cost Variance ($ M),Cost Variance (%),Planned Cost ($ M),Projected/Actual Cost ($ M),Updated Date,Updated Time,Unique Project ID,Column 24,Column 25,Column 26,Column 27,Column 28
019-000001131,584,19,Department of Energy,SR Mission Support Systems,1451,,Maintenance and Production Support-FY12 Facilities Support,Process Control Systems (PC&amp;AT) upgrades and new facility projects.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,4.70953,0,0,0.326224,6.93,4.70953,4.383306,30/05/2012,09:35:07,CY-12-3,,,,,
019-000001131,584,19,Department of Energy,SR Mission Support Systems,1452,,Asset Suite Work Package Upgrade,Implement Paperless Work Package.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.208,0,0,0.004272,2.05,0.208,0.203728,30/05/2012,09:35:07,CY-12-4,,,,,
019-000000570,860,19,Department of Energy,NETL Simulation-Based Engineering User Center (SBEUC),1431,,SBEUC,Install and Operate HPC at NETL.,10/09/2010,14/11/2014,03/08/2012,22/08/2012,23.263029,-19,-6.91,0.045826,0.27,16.966566,16.92074,28/08/2012,09:58:53,570,,,,,
019-000000573,861,19,Department of Energy,NNSA ASC ACES Cielo Platform,1406,,FY12 Gov FTE,Government FTE costs in support of Cielo System for FY12.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.05,0,0,0,0,0.05,0.05,28/08/2012,10:23:21,FY12FTE,,,,,
019-000000134,1075,19,Department of Energy,"Identity, Credential, and Access Management (ICAM)",1423,,EIA ICAM Implementation,ICAM Implementation at EIA.,01/01/2012,01/03/2012,01/03/2012,01/03/2012,0.0041,0,0,0,0,0.0041,0.0041,29/03/2012,07:00:08,EI,,,,,
019-000000134,1075,19,Department of Energy,"Identity, Credential, and Access Management (ICAM)",1427,,Back End Infrastructure,Backend Infrastructure.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.248,0,0,0,0,0.248,0.248,28/08/2012,09:27:26,SC-1,,,,,
019-000000134,1075,19,Department of Energy,"Identity, Credential, and Access Management (ICAM)",1428,,SC Card Issuance and Maintenance,Card Issuance and Maintenance.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.05,0,0,0.001346,2.69,0.05,0.048654,28/08/2012,09:27:26,SC-2,,,,,
019-000000134,1075,19,Department of Energy,"Identity, Credential, and Access Management (ICAM)",1429,,SC Logical Access Controls Systems,Logical Access Controls Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.33,0,0,0,0,0.33,0.33,28/08/2012,09:27:26,SC-3,,,,,
019-000000134,1075,19,Department of Energy,"Identity, Credential, and Access Management (ICAM)",1430,,SC Physical Security Access Controls Systems,Physical Security Acess Controls Systems.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.02,0,0,0,0,0.02,0.02,30/07/2012,10:01:33,SC-4,,,,,
020-000016005,395,20,Environmental Protection Agency,CDX - Central Data Exchange,1543,,CDX FY2012 Planning,Assess and evaluate CDX strategic design and operations.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.72,0,0,0.2484,16.24,1.53,1.2816,28/08/2012,12:27:42,16005A,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1970,,Project Management,"PM Plan, SLCM Plans and Artifacts, Budget Management, Risk Management, Schedule Management, Configuration Management, In Process Reviews, PM Meetings, Requirements Management.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.2218,0,0,0,0,0.2218,0.2218,29/05/2012,12:55:55,16026-A,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1971,,Compliance and Program Reporting,"Status Briefings, OMB Reporting, EPA Reporting.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-B,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1972,,Interoperability and Intraoperability Requirements,"Interoperability Meetings, Backend Attribute Exchange (BAE) Requirements.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-C,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1973,,Acquisition Strategy and Management,"Acquisition Strategy and Plan, Acquisitions, Contract Management and Monitoring, Cost Benefit Analysis, Asset Management.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.181,0,0,0,0,0.181,0.181,29/05/2012,12:55:55,16026-D,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1974,,Module and System Development and Implementation,"Card Management System (CMS), Identity Management System (IDMS), Enrollment and Issuance System, Physical Access Control Systems (PACS), EPASS Help Desk.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,2.0681,0,0,0,0,2.0681,2.0681,29/05/2012,12:55:55,16026-E,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1975,,System Integration,"Interfaces for EPASS Systems, Personnel Security System (PSS)/EPASS.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-F,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1976,,Business Processes and Procedures,"Processes, Standard Operating Procedures, Policies, Card Lifecycle Management.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-G,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1977,,System Level Testing,"CMS Testing, IDMS Testing, Enrollment and Issuance System Testing, PSS/EPASS Testing, PACS Testing.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-H,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1978,,System Level Training,"Training Materials, Training, User Documentation.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-I,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1979,,Privacy and Security,"Privacy Impact Assessment, Audit Reviews, Automated Security Self-Evaluation and Remediation Tracking (ASSERT) Management, C&As, Continuous Monitoring, Continuity of Operations.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1342,0,0,0,0,0.1342,0.1342,29/05/2012,12:55:55,16026-J,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1980,,Communications and Outreach,"Communications Plan, Internal Communications, External Communications, PACS Communications, EPASS Smart Card Web Site.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.1546,0,0,0,0,0.1546,0.1546,29/05/2012,12:55:55,16026-K,,,,,
020-000016026,398,20,Environmental Protection Agency,EPASS - Environmental Protection Agency Personnel Access and Security System,1981,,Maintenance,"CMS, IDMS, Enrollment and Badge Issuance System, PSS/EPASS, PACS, EPASS Help Desk, EPASS Smart Card Web Site.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.940374,0,0,0,0,0.940374,0.940374,28/08/2012,12:27:44,16026-L,,,,,
020-000016240,400,20,Environmental Protection Agency,ECMS - Enterprise Content Management System,1546,,New ECMS Applications,"The purpose of this project is to develop, modernize or enhance enterprise applications that manage Agency information assets.",13/12/2010,30/09/2016,30/09/2012,30/09/2012,2.33,0,0,0.284,27.98,1.015,0.731,31/07/2012,09:08:32,16240-A,,,,,
020-000010126,401,20,Environmental Protection Agency,FinRS - Financial Replacement System,837,,Core Financial System,Core Financial System.,01/10/2008,30/09/2012,30/04/2012,31/08/2012,92.02,-123,-45.05,0.261,2.98,8.76,8.499,28/08/2012,12:27:44,10126A,,,,,
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1549,,Phase II: ICIS-NPDES,Implementation of data flows supporting the enhancement and modernization of Legacy PCS to ICIS.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,6.913,0,0,-0.015,-0.22,6.913,6.928,31/07/2012,09:08:43,15010-B,,,,,
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1550,,"Phase III: ICIS-CAA, AFS Modernization to include CAA","Finalize system requirements and begin design, development of source code for implementation of legacy AFS to modernized ICIS-CAA.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.099,0,0,0,0,1.099,1.099,31/07/2012,09:08:43,15010-C,,,,,
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1551,,Electronic Notice of Intent (eNOI),Production ready system supporting the eNOI project designed to flow data from the Chesapeake Bay and Mississippi River Basin.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.953,0,0,-0.063,-6.61,0.953,1.016,31/07/2012,09:08:43,15010-D,,,,,
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1552,,Grant Funding,Grant funding to support State activities for e-Reporting to ICIS-NPDES.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.2,0,0,0,0,1.2,1.2,31/07/2012,09:08:43,15010-E,,,,,
020-000015010,402,20,Environmental Protection Agency,ICIS - Integrated Compliance Information System,1553,,Working Capital Fund,Administrative funds designated for central services supporting ICIS.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.671,0,0,0,0,0.503,0.503,31/07/2012,09:08:43,15010-F,,,,,
020-000013015,412,20,Environmental Protection Agency,SEMS - Superfund Enterprise Management System,1672,,NCC Support (IT Infrastructure),Provide & Support IT Infrastructure.,01/10/2011,30/09/2013,30/09/2012,30/09/2012,6.914,0,0,0,0,2.822001,2.822001,01/11/2011,04:57:54,13015-B,,,,,
021-430297065,1076,21,Department of Transportation,NHTSA306: Modernization and Consolidation of EDS and FARS (ModCon),3235,,CDAN Iteration 1,"The first iteration in implementing the new CDAN consolidated solution, including designing, developing, testing and releasing the first set of data elements, new database infrastructure and field testing mobile devices.",15/06/2012,31/03/2014,30/04/2013,30/04/2013,4.9,0,0,0,0,0.36,0.36,24/07/2012,08:18:15,B,,,,,
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1127,,OST ICAM,OST ICAM investment activies.,01/10/2010,30/09/2013,30/09/2013,30/09/2014,1.45584,-365,-50,0,0,1.45584,1.45584,28/10/2011,12:08:36,1,,,,,
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",,,FRA ICAM,"This investment establishes and implements the FRA Identity, Credential, and Access Management Program Federal and contractor employees, partners, and members of the public.",01/02/2011,30/09/2012,31/08/2011,31/07/2011,0.12,31,14.69,8.0E-4,4,0.02,0.0192,26/10/2011,11:17:52,4,,,,,
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1134,,FHWA ICAM,UPACS serves as the access control and user authentication mechanism for FHWA mission critical applications.,27/05/2011,30/09/2013,30/09/2011,28/09/2011,0.053,2,1.59,0,0,0.053,0.053,28/10/2011,12:08:36,9,,,,,
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1135,,MARAD ICAM,"MARAD ICAM includes physical access (e..g, PIV badges, provisioning tools and resources to achieve it) of PIV cards and other approved PIV interoperable cards' logical access enablement.",09/05/2011,31/10/2011,31/10/2011,31/12/2011,0.35754,-305,-174.29,0.162,45.31,0.35754,0.19554,28/10/2011,12:08:36,10,,,,,
021-270139098,1103,21,Department of Transportation,"DOTXX126: DOT Identity, Credential, and Access Management (ICAM)",1136,,SLSDC HSPD-12 Implementation,The business case describes the Department's efforts in implementing Homeland Security Presidential Directive (HSPD) 12 related to smart card/common identification card technologies. Cost estimates based on DOT-provided estimates.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.224,0,0,0,0,0.224,0.224,24/02/2012,13:55:13,11,,,,,
023-000003060,602,23,General Services Administration,Cloud Computing,330,,Data Center Consolidation,"The FDCCI is the federal government's primary source for collaboration across agency lines regarding data center consolidation requirements, sustainable data center facility management, and other topics necessary to facilitate this aggressive and necessary effort. 
The FDCCI is responsible to accepting and analyzing agency data center consolidation reports, as well as facilitating, enabling, and ensuring the closures of agency data centers en route to a 800 total closures by 2015 governmentwide.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.732,0,0,0,0,0.732,0.732,13/07/2012,07:40:32,1,,,,,
023-000003060,602,23,General Services Administration,Cloud Computing,331,,Cloud Computing,"The FCCI's primary objective is to facilitate the secure adoption of cloud computing across government. The Initiative has a proven track record of producing tangible, measurable results that lead to the cheaper, better, faster, and greener deployment of cloud solutions via a consensus-based governance approach that takes into account the requirements of all federal agencies.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.492,0,0,0,0,0.492,0.492,13/07/2012,07:40:32,2,,,,,
023-000003060,602,23,General Services Administration,Cloud Computing,332,,Federal Risk and Authorization Management Program,"FedRAMP is a shared security assessment and continuous monitoring service for Cloud Systems - designed to gain efficiencies by leveraging standardization, best practices and automation across government.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.218,0,0,0,0,1.218,1.218,13/07/2012,07:40:32,3,,,,,
023-000003302,603,23,General Services Administration,Data.gov,307,,Data.gov FY12 DME Program Management,"Strategy, planning, requirements, architecture, performance management, financial management, schedule management.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,1,0,0,0,0,1,1,13/07/2012,07:40:32,12-Jan,,,,,
023-000003302,603,23,General Services Administration,Data.gov,308,,Data.gov FY12 DME Infrastructure,"Interactive catalog/shared dataset hosting, DMS, website.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.93,0,0,0,0,1.93,1.93,13/07/2012,07:40:32,12-Feb,,,,,
023-000003302,603,23,General Services Administration,Data.gov,309,,Data.gov FY12 DME Communities & Outreach,Community development.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.2,0,0,0,0,1.2,1.2,13/07/2012,07:40:33,12-Mar,,,,,
023-000003302,603,23,General Services Administration,Data.gov,310,,Data.gov FY12 DME Innovations,Geodata integration.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.15,0,0,0,0,0.15,0.15,13/07/2012,07:40:33,12-Apr,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,599,,OCMS - QC Function Enhancement,Move all QC functions in FSS ONLINE to OCMS.  This will let us bypass CITRIX (terminal) server and will improve application response time and user satisfaction.,15/11/2010,30/09/2011,30/09/2011,30/09/2011,0.233,0,0,0,0,0.233,0.233,20/12/2011,09:08:40,2011-0001,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,600,,OCMS - SRC Enhancement,Supplier Report Card (SRC) redesign.  QV has promised QI completed requirements before Nov. 2010 and has indicated that this is a very high priority.,05/01/2011,12/08/2011,12/08/2011,24/08/2011,0.116,-12,-5.48,0,0,0.116,0.116,20/12/2011,09:08:41,2011-0002,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,601,,Mass Mods,Mass Mods enhancements.   The consensus is that GOLDSTAR and other projects have made the Mass Mods much harder to code and test.,05/01/2011,07/07/2011,01/07/2011,01/07/2011,0.146,0,0,0.0171,11.71,0.146,0.1289,20/12/2011,09:08:41,2011-0003,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,602,,FY11 FSS-19 Fed FTE,Federal Employee FTE dollars for management and project oversight.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,2.243,0,0,0,0,0.29,0.29,20/12/2011,09:08:41,2011-0005,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,607,,FY12 FSS-19 Fed FTE,Federal Employee FTE dollars for management and project oversight.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,1.902246,0,0,0,0,0.37258,0.37258,19/01/2012,09:52:50,2012-0005,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,2927,,DLMS Pilot Deployment,Convert the old FEDSTRIP/ MILSTRIP transactions to new DLMS XML format.,01/12/2011,30/04/2012,30/04/2012,30/04/2012,0.221177,-123,-81.46,0,0,0.221177,0.221177,27/03/2012,14:24:35,2012-1001,,,,,
023-000001030,608,23,General Services Administration,Federal Supply Service 19,2928,,Sub-K Release,Convert regional SUB-K databases into the OCMS system.,01/10/2011,31/03/2012,31/03/2012,31/03/2012,0.212005,-153,-84.07,0,0,0.212005,0.212005,27/03/2012,14:24:35,2012-1002,,,,,
023-000001020,609,23,General Services Administration,GSA Advantage,725,,e-Library Revision,The objective of this project is to implement the requirements from the GSA E-commerce Requirements Branch to enhance the GSA eLibrary application. The requirement focuses on improvements to the search that will assist a visitor in getting to the proper source more quickly. It also improves the eLibrary application's interface with eBuy.,11/07/2011,15/12/2011,12/12/2011,12/12/2011,0.525,-263,-170.78,0,0,0.35,0.35,13/10/2011,06:32:16,2011-0001,,,,,
023-000001020,609,23,General Services Administration,GSA Advantage,727,,FY12 DME: Advantage Catalog,Enable and implement new data elements for the Master Product Process (MPP).  Expand the product matching criteria and search results enhancements.  Modify and restart MPP.,11/10/2011,29/12/2011,29/12/2011,29/12/2011,0.331,-246,-311.39,0,0,0.331,0.331,15/12/2011,08:11:26,2012-0002,,,,,
023-000001020,609,23,General Services Administration,GSA Advantage,728,,FY12 DME: Advantage Backend Enhancements,"Improve ability to adapt business changes without the need to re-design.  The target areas are end to end processing, performance capacity, and search and access.",17/01/2012,08/06/2012,08/06/2012,26/06/2012,0.369,-84,-58.74,0.012008,3.25,0.369,0.356992,31/05/2012,11:10:00,2012-0003,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,312,,FY11 BAAR Investment,Billing and Accounts Receivable Project.,01/10/2010,30/03/2012,30/03/2012,30/03/2012,21.058,0,0,1.568,7.45,21.058,19.49,13/07/2012,09:02:43,1,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,313,,FY11 BAAR Bill Design,BAAR Bill Design.,01/10/2010,30/09/2011,30/09/2011,30/09/2011,2.5,0,0,0.5,20,2.5,2,19/06/2012,13:15:43,2,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,314,,FY11 Reporting Strategy Business Objects,Reporting Strategy Business Objects.,01/01/2011,30/09/2011,30/09/2011,30/09/2011,1.5,-336,-123.53,0,0,1.5,1.5,19/01/2012,09:52:50,3,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,315,,FY11 Enterprise Service Business,Enterprise Service Business.,01/03/2011,30/09/2011,30/09/2011,30/09/2011,0.25,0,0,0,0,0.25,0.25,02/11/2011,10:27:08,4,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,316,,FY11 Testing Support,Testing Support.,01/01/2011,30/09/2011,30/09/2011,30/09/2011,0.684,0,0,0.084,12.28,0.684,0.6,02/11/2011,10:27:08,5,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,317,,FY11 FAIM,FAIM.,01/07/2011,30/09/2011,30/09/2011,30/09/2011,0.26,0,0,0,0,0.26,0.26,02/11/2011,10:27:08,6,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,318,,FY11 Security,Security.,01/04/2011,30/09/2011,30/09/2011,30/09/2011,0.475,0,0,0,0,0.475,0.475,19/06/2012,13:15:43,7,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,319,,FY11 Pegasys upgrade,Pegasys upgrade.,01/04/2011,30/09/2011,30/09/2011,30/09/2011,0.065,0,0,0.026,40,0.065,0.039,02/11/2011,10:27:08,8,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,320,,FY11 NEAR,National Electronic Accounting and Reporting.,01/04/2011,30/09/2011,30/09/2011,30/09/2011,0.5,0,0,0.2,40,0.5,0.3,02/11/2011,10:27:08,9,,,,,
023-000001151,610,23,General Services Administration,GSA FMLOB Shared Service/Pegasys,325,,FY12 Security,Security.,02/04/2012,28/09/2012,28/09/2012,28/09/2012,1,0,0,0,0,1,1,19/06/2012,13:15:43,14,,,,,
023-000004030,611,23,General Services Administration,GSA Office of Enterprise Infrastructure,1522,,OEI Transformation,Major Enhancements for Enterprise Infrastructure.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,14.565,0,0,0,0,5.9299,5.9299,30/07/2012,10:13:04,1,,,,,
023-000001226,613,23,General Services Administration,Human Capital Information Technology Services,311,,HCITS Transformation,Improving Shared Services to our customers through various DME initiatives.,01/10/2010,30/09/2012,20/08/2012,20/08/2012,132.003,-11,-1.94,0.028715,3.78,0.760537,0.731822,13/07/2012,07:56:42,1,,,,,
023-999990230,616,23,General Services Administration,Integrated Acquisition Environment (IAE),596,,FY11 Q4 DME SAM (System for Award Management),"System for Award Management (SAM) Architecture, Infrastructure, Hosting, Development and Testing.",01/02/2011,30/09/2011,30/09/2011,30/09/2011,5.34416,0,0,-0.109661,-2.05,5.34416,5.453821,10/11/2011,09:23:43,13,,,,,
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2862,,AAS CAB Enhancements,AAS CAB Enhancements The AAS Bus Systems Change Advisory Board is chartered to approve system enhancements that don't rise to the category of a major project.  This project provides a budgetary ceiling for the AAS Portfolio as to the number of enhancements that will be approved.,01/10/2011,31/05/2012,31/05/2012,30/04/2012,0.227,31,12.76,-0.015,-6.61,0.227,0.242,30/07/2012,11:41:52,2012Proj01,,,,,
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2864,,EFM Phase III,"Expanded Funds Management (EFM) was deployed to the RBA (ITSS) on 16 April 2010. Subsequently, phase 2 enhancements were deployed during FY11 to address requirements deferred in initial deployment. A series of prioritized unaddressed requirements exists that will complete EFM functionality in areas involving invoicing handling, accrual processing and funds certification. This effort will round out the EFM functionality and improve both GSA user and client experience.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.75,0,0,0,0,0.75,0.75,30/07/2012,11:41:52,2012Proj03,,,,,
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2865,,GWAC CAB Enhancements,The AAS Bus Systems Change Advisory Board is chartered to approve system enhancements that don't rise to the category of a major project.  This project provides a budgetary ceiling for the ITS Portfolio as to the number of enhancements that will be approved.,01/10/2011,31/05/2012,30/04/2012,30/04/2012,227000,0,0,-0.002,-0.88,0.227,0.229,30/07/2012,11:41:52,2012Proj04,,,,,
023-000001060,620,23,General Services Administration,Regional Business Application (RBA),2867,,Strategic Direction Implementation (SDI),"The AAS portfolio has been building a Strategic Direction (Business model) framework over the past 2 years. The effort has moved into the pilot implementation stage in FY 12 and has highlighted needs in a few areas that include systems support.  Specifically, the integration of both a standalone pricing tool and manual inter-Client Support Center (CSC) facilitation template(s) into the AAS task order environment is needed.",01/03/2012,30/09/2012,30/09/2012,30/09/2012,0.5,0,0,0,0,0.5,0.5,30/07/2012,11:41:52,2012Proj06,,,,,
023-000004190,622,23,General Services Administration,IT Dashboard,362,,FY11 fund FY12 Host IT Dashboard,FY11 fund FY12 Host IT Dashboard.,01/10/2011,31/12/2011,31/12/2011,31/12/2011,0.17,-244,-268.13,0,0,0.0375,0.0375,31/05/2012,11:10:00,1,,,,,
023-000001290,623,23,General Services Administration,eLease,357,,eLease,"Operations, Maintenance & Major Enhancements.",29/07/2007,30/09/2012,30/09/2012,30/09/2012,37.935079,0,0,0.090648,8.16,1.111,1.020352,30/07/2012,10:13:30,023-000001,,,,,
023-000001290,623,23,General Services Administration,eLease,358,,REXUS Integration,REXUS Integration.,28/01/2011,31/07/2012,31/07/2012,31/07/2012,0.845544,-31,-5.64,0.016579,1.96,0.845544,0.828965,30/07/2012,10:13:30,023-000002,,,,,
023-000001290,623,23,General Services Administration,eLease,360,,eTMP Database,eTMP Database.,01/06/2011,15/09/2011,15/09/2011,16/09/2011,0.156647,-1,-0.94,0.003161,2.02,0.156647,0.153486,31/10/2011,09:50:20,023-000004,,,,,
023-000001290,623,23,General Services Administration,eLease,361,,Delegate,DeleGate.,16/09/2011,05/12/2011,05/12/2011,02/12/2011,0.07961,-270,-337.5,0,0,0.07961,0.07961,19/01/2012,09:52:54,023-000005,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2850,,ICR Dashboard,Develop and implement the ICR Dashboard  consisting of interactive charts/graphs depict existing Information Collection Request (ICR) Reginfo.gov data.,01/05/2011,01/11/2011,01/11/2011,01/11/2011,0.103,0,0,0,0,0.102,0.102,22/02/2012,11:40:01,1114-11,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2851,,Agenda File Submission Conversion,Update existing file submission activities to reflect new submission requirements provided by GPO.,01/05/2011,02/11/2011,02/11/2011,02/11/2011,0.105,0,0,0,0,0.105,0.105,22/02/2012,10:40:40,1115-11,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2852,,Common Forms - Phase II,"Develop and implement the review processes. Develop online help screens, update system documentation, develop rollout schedule and updates for public website.",01/05/2011,01/03/2012,01/03/2012,01/03/2012,0.351,-183,-60,0,0,0.351,0.351,22/02/2012,10:40:40,1116-11,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2853,,Common Forms - Phase III,Develop internal reports and update advanced search feature to allow selection of common forms.,01/08/2011,31/07/2012,31/07/2012,31/07/2012,0.367,-31,-8.49,0,0,0.367,0.367,10/04/2012,13:24:16,1117-11,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2854,,ROCIS GUI Upgrade - Phase I,"Develop a new graphics scheme, as well as lay out plans to implement the new scheme across the various modules within the system.",01/09/2011,31/07/2012,31/07/2012,31/07/2012,0.456,-31,-9.28,0,0,0.2,0.2,13/07/2012,07:40:34,1119-12,,,,,
023-000004130,634,23,General Services Administration,Regulatory Information Service Center (ROCIS II),2855,,EO Meeting Support,Develop an online mechanism within ROCIS that would allow certain users/roles to provide required meeting information and upload supporting documents.  This information would then be posted the following day on the Reginfo website through a nightly batch job.,01/08/2011,31/07/2012,31/07/2012,31/07/2012,0.1997,-31,-8.49,0,0,0.1997,0.1997,10/04/2012,13:24:16,1121-12,,,,,
023-000004200,1100,23,General Services Administration,Performance Dashboards,364,,FY11 funding in FY12 Hosting,FY11 funding in FY12 Hosting.,01/10/2011,31/12/2011,31/12/2011,31/12/2011,0.525,0,0,0,0,0.1125,0.1125,22/02/2012,09:22:08,1,,,,,
023-000003303,1101,23,General Services Administration,USAspending.gov,465,,FY 12,Fiscal Year 2012 USASpending DME only.,01/10/2011,31/03/2012,31/03/2012,31/03/2012,0.469411,0,0,-0.036109,-7.69,0.469411,0.50552,18/06/2012,09:47:23,12,,,,,
025-000004370,665,25,Department of Housing and Urban Development,Core Financial Services,1311,,HIFMIP,"The HIFMIP initiative will result in A-100 HUD Integrated core financial system (ICFS); ICFS manage the flow of financial information across HUD's information systems, maintain compliance with JFMIP requirements, and supports the HUD's Enterprise Architecture. September 2010 this project entered into the Design/Exec Phase. With an 18 mth base period, HIFMIP will: Replace the functionality of HUDCAPS and PAS with ICFS. Migrate FHAs current system to the HIFMIP Shared Service Provider.",27/09/2010,15/05/2012,26/03/2012,05/07/2012,40.7,-158,-28.94,0,0,25.297873,25.297873,29/02/2012,08:28:52,411740,,,,,
